# predictor, synthetic, actual, weights
1.970000000000000000e+03 1.492305140321560089e+02 1.550000000000000000e+02 5.555555555555555247e-02
1.971000000000000000e+03 1.540137439572434062e+02 1.611000061035156250e+02 5.555555555555555247e-02
1.972000000000000000e+03 1.573418642125338067e+02 1.563000030517578125e+02 5.555555555555555247e-02
1.973000000000000000e+03 1.508916467596655480e+02 1.546999969482421875e+02 5.555555555555555247e-02
1.974000000000000000e+03 1.504207928198163415e+02 1.513000030517578125e+02 5.555555555555555247e-02
1.975000000000000000e+03 1.506098776198114422e+02 1.476000061035156250e+02 5.555555555555555247e-02
1.976000000000000000e+03 1.564105615246831462e+02 1.530000000000000000e+02 5.555555555555555247e-02
1.977000000000000000e+03 1.563494290586529871e+02 1.533000030517578125e+02 5.555555555555555247e-02
1.978000000000000000e+03 1.578183932297864942e+02 1.555000000000000000e+02 5.555555555555555247e-02
1.979000000000000000e+03 1.546189029220142004e+02 1.501999969482421875e+02 5.555555555555555247e-02
1.980000000000000000e+03 1.554165004669131633e+02 1.505000000000000000e+02 5.555555555555555247e-02
1.981000000000000000e+03 1.543905339895934787e+02 1.526000061035156250e+02 5.555555555555555247e-02
1.982000000000000000e+03 1.542866645258260121e+02 1.541000061035156250e+02 5.555555555555555247e-02
1.983000000000000000e+03 1.497306010917704953e+02 1.496000061035156250e+02 5.555555555555555247e-02
1.984000000000000000e+03 1.439735956652149298e+02 1.440000000000000000e+02 5.555555555555555247e-02
1.985000000000000000e+03 1.409658569304324089e+02 1.445000000000000000e+02 5.555555555555555247e-02
1.986000000000000000e+03 1.396454815789631709e+02 1.423999938964843750e+02 5.555555555555555247e-02
1.987000000000000000e+03 1.381180510823504619e+02 1.410000000000000000e+02 5.555555555555555247e-02
