# predictor, synthetic, actual, weights
1.970000000000000000e+03 1.330033586457696799e+02 1.346000061035156250e+02 5.555539922437043032e-02
1.971000000000000000e+03 1.399644375954889028e+02 1.393000030517578125e+02 5.555579251316315748e-02
1.972000000000000000e+03 1.510229184954785921e+02 1.491999969482421875e+02 5.555539922437043032e-02
1.973000000000000000e+03 1.549508844513257202e+02 1.560000000000000000e+02 5.555548914216371093e-02
1.974000000000000000e+03 1.579173384616870806e+02 1.596000061035156250e+02 5.555547205895020046e-02
1.975000000000000000e+03 1.618952174949899074e+02 1.623999938964843750e+02 5.555539922437043032e-02
1.976000000000000000e+03 1.681366991179991146e+02 1.666000061035156250e+02 5.555558463540775926e-02
1.977000000000000000e+03 1.638920324065911416e+02 1.730000000000000000e+02 5.555561896978772340e-02
1.978000000000000000e+03 1.575315417659879813e+02 1.508999938964843750e+02 5.555551992553861562e-02
1.979000000000000000e+03 1.528142932889736869e+02 1.488999938964843750e+02 5.555539922437043032e-02
1.980000000000000000e+03 1.499729998330338674e+02 1.468999938964843750e+02 5.555571006426424790e-02
1.981000000000000000e+03 1.484322839343535350e+02 1.485000000000000000e+02 5.555539922437043032e-02
1.982000000000000000e+03 1.490229666402370867e+02 1.476999969482421875e+02 5.555559508847894568e-02
1.983000000000000000e+03 1.443746960123038434e+02 1.430000000000000000e+02 5.555556268955669924e-02
1.984000000000000000e+03 1.373453181971869981e+02 1.378000030517578125e+02 5.555552315663330604e-02
1.985000000000000000e+03 1.355339189020432968e+02 1.353000030517578125e+02 5.555562412034460024e-02
1.986000000000000000e+03 1.347500917179361011e+02 1.376000061035156250e+02 5.555560420592436238e-02
1.987000000000000000e+03 1.296629632315611786e+02 1.340000000000000000e+02 5.555543211014332683e-02
