# predictor, synthetic, actual, weights
1.970000000000000000e+03 1.204050474979524381e+02 1.206999969482421875e+02 5.555555848379019335e-02
1.971000000000000000e+03 1.234700800038693274e+02 1.250999984741210938e+02 5.555559100268568640e-02
1.972000000000000000e+03 1.235527115509175076e+02 1.283999938964843750e+02 5.555555020572550129e-02
1.973000000000000000e+03 1.221558226175534685e+02 1.201999969482421875e+02 5.555556911058059238e-02
1.974000000000000000e+03 1.221315292170217077e+02 1.214000015258789062e+02 5.555560454908941431e-02
1.975000000000000000e+03 1.215220773387148228e+02 1.223000030517578125e+02 5.555555020572550129e-02
1.976000000000000000e+03 1.240532217334393863e+02 1.224000015258789062e+02 5.555555020572550129e-02
1.977000000000000000e+03 1.251457827732209722e+02 1.228000030517578125e+02 5.555557593202073430e-02
1.978000000000000000e+03 1.268203197372746018e+02 1.239000015258789062e+02 5.555555176580576071e-02
1.979000000000000000e+03 1.246473535991261627e+02 1.238000030517578125e+02 5.555555020572550129e-02
1.980000000000000000e+03 1.255932293537520366e+02 1.243000030517578125e+02 5.555559171004360863e-02
1.981000000000000000e+03 1.262360002158088150e+02 1.279000015258789062e+02 5.555558529797881978e-02
1.982000000000000000e+03 1.249558248546744466e+02 1.263000030517578125e+02 5.555555020572550129e-02
1.983000000000000000e+03 1.218477285911592958e+02 1.213000030517578125e+02 5.555558606137525612e-02
1.984000000000000000e+03 1.169838238951930975e+02 1.178000030517578125e+02 5.555561067104029110e-02
1.985000000000000000e+03 1.163151571944217011e+02 1.169000015258789062e+02 5.555555020572550129e-02
1.986000000000000000e+03 1.151385057341170608e+02 1.155000000000000000e+02 5.555558111322252135e-02
1.987000000000000000e+03 1.126664785170986249e+02 1.115999984741210938e+02 5.555560080053032618e-02
