# years, casales, meansales
1970.00 121.60 121.54
1971.00 124.60 124.68
1972.00 124.40 129.32
1973.00 120.50 130.89
1974.00 122.10 133.74
1975.00 122.50 135.54
1976.00 124.60 138.75
1977.00 127.30 137.90
1978.00 131.30 137.13
1979.00 130.90 134.82
1980.00 133.50 134.88
1981.00 132.80 134.98
1982.00 134.00 133.05
1983.00 130.00 128.19
1984.00 127.10 122.25
1985.00 126.70 120.53
1986.00 126.30 117.62
1987.00 124.60 114.73
1988.00 122.40 110.52
1989.00 118.60 106.65
1990.00 115.50 102.36
1991.00 113.20 100.11
1992.00 112.30 98.94
1993.00 108.90 97.47
1994.00 108.60 96.03
1995.00 111.70 95.94
1996.00 107.60 93.92
1997.00 108.60 93.45
1998.00 106.40 92.07
1999.00 104.00 88.92
2000.00 99.90 83.80
2001.00 100.00 80.94
2002.00 96.80 79.20
2003.00 90.20 77.82
2004.00 85.90 72.76
2005.00 89.00 71.47
2006.00 70.50 69.60
2007.00 67.80 67.54
2008.00 64.70 62.99
2009.00 61.60 59.88
2010.00 59.30 54.26
2011.00 56.80 52.54
2012.00 55.70 50.82
2013.00 54.60 48.93
2014.00 53.30 46.71
2015.00 52.40 46.35
2016.00 50.80 45.12
2017.00 50.10 43.59
